gene,mean_est_amb,n,total_umis
0610005C13Rik,1.1222157884610816e-7,0,40
0610006L08Rik,0,0,0
0610009B22Rik,2.2756608550361264e-5,0,7260
0610009E02Rik,7.507320160686759e-7,0,277
0610009L18Rik,6.471040898315344e-6,0,2083
0610010F05Rik,8.046249995265665e-6,0,2778
0610010K14Rik,6.42576723780315e-5,0,23045
0610012D04Rik,1.7925972711624947e-7,0,35
0610012G03Rik,8.976829729741963e-5,0,30813
0610025J13Rik,6.122970461840299e-8,0,11
0610030E20Rik,2.765046751950603e-5,0,11095
0610031O16Rik,6.122970461840299e-8,0,9
0610033M10Rik,6.122970461840299e-8,0,6
0610038B21Rik,2.764614574972883e-7,0,155
0610039K10Rik,2.0942330922714696e-7,0,102
0610040B10Rik,6.476114059691629e-6,0,2519
0610040F04Rik,1.7925972711624947e-7,0,36
0610040J01Rik,6.493847982375459e-7,0,415
0610043K17Rik,9.951579596671196e-7,0,232
0710001A04Rik,6.122970461840299e-8,0,4
1010001B22Rik,2.755634877022126e-7,0,166
1010001N08Rik,2.755634877022126e-7,0,58
1100001I12Rik,0,0,0
1110002E22Rik,1.1222157884610816e-7,0,1
1110002J07Rik,5.585868904128929e-7,0,158
1110002L01Rik,6.130567692152802e-6,0,1677
1110002O04Rik,6.122970461840299e-8,0,13
1110004F10Rik,8.32511183431962e-5,0,30708
1110006O24Rik,1.4536556508094181e-6,0,316
1110008E08Rik,3.085688487375806e-8,0,0
1110008P14Rik,7.242112628693129e-5,0,25974
1110012L19Rik,1.492196230435395e-5,0,5258
1110013H19Rik,2.755634877022126e-7,0,165
1110015O18Rik,0,0,0
1110017D15Rik,1.7673289379422336e-6,0,551
1110018N20Rik,1.282678528885443e-7,0,73
1110019B22Rik,6.122970461840299e-8,0,13
1110019D14Rik,3.251403584631985e-6,0,1189
1110020A21Rik,1.6387119037069368e-6,0,383
1110025L11Rik,0,0,0
1110028F11Rik,3.727652180832514e-7,0,163
1110028F18Rik,1.282678528885443e-7,0,10
1110032A03Rik,1.5421831527413315e-5,0,5951
1110032F04Rik,3.727652180832514e-7,0,153
1110035H17Rik,2.5810351248129258e-6,0,1030
1110038B12Rik,3.86076458704835e-5,0,12387
1110038F14Rik,6.668416573942305e-5,0,21719
1110046J04Rik,2.1374284655727487e-6,0,605
1110051M20Rik,6.289950927187986e-6,0,1756
1110057P08Rik,0,0,0
1110059E24Rik,3.179481044556866e-5,0,11023
1110059G10Rik,2.9275534894258088e-5,0,10434
1110065P20Rik,1.5625326139954897e-5,0,5738
1190001M18Rik,1.7925972711624947e-7,0,24
1190005I06Rik,1.4536556508094181e-6,0,1069
1190007I07Rik,2.1222433188172847e-5,0,6809
1190028D05Rik,0,0,0
1200007C13Rik,1.909407186265929e-6,0,831
1300002E11Rik,2.0739814493639464e-5,0,6809
1300014J16Rik,4.7411634878819465e-7,0,215
1300017J02Rik,1.1222157884610816e-7,0,78
1500002C15Rik,4.0348228095366256e-7,0,221
1500002F19Rik,6.122970461840299e-8,0,55
1500004A13Rik,5.814546058499197e-6,0,2248
1500009C09Rik,6.122970461840299e-8,0,3
1500009L16Rik,2.02411105823923e-6,0,859
1500011B03Rik,2.2146622682690323e-5,0,8076
1500012K07Rik,1.282678528885443e-7,0,10
1500015A07Rik,6.703803986755303e-6,0,2385
1500015L24Rik,0,0,0
1500026H17Rik,8.355317235304972e-7,0,258
1500032F14Rik,6.122970461840299e-8,0,3
1500035N22Rik,1.7925972711624947e-7,0,35
1520401A03Rik,8.13646939723501e-8,0,2
1600002D24Rik,2.2457161347450744e-7,0,25
1600002K03Rik,2.0609890630759876e-5,0,8134
1600010M07Rik,1.3689320833013611e-5,0,4142
1600012H06Rik,1.6514948454971667e-5,0,5293
1600012P17Rik,9.789503314389937e-8,0,4
1600014C10Rik,3.312099202662199e-5,0,10735
1600014C23Rik,6.122970461840299e-8,0,14
1600019K03Rik,0,0,0
1600020E01Rik,1.3981127917232678e-5,0,3567
1600022D10Rik,9.165428659811803e-7,0,420
1600025M17Rik,0,0,0
1600027J07Rik,0,0,0
1700001C02Rik,4.7411634878819465e-7,0,209
1700001C19Rik,6.122970461840299e-8,0,20
1700001D01Rik,0,0,0
1700001F09Rik,0,0,0
1700001G01Rik,3.0372819744644937e-8,0,1
1700001G11Rik,1.2022980721635958e-6,0,489
1700001J03Rik,4.8648066576831e-7,0,22
1700001J04Rik,0,0,0
1700001K19Rik,6.122970461840299e-8,0,2
1700001K23Rik,6.122970461840299e-8,0,28
1700001L05Rik,6.493847982375459e-7,0,276
1700001L19Rik,1.282678528885443e-7,0,96
1700001N15Rik,0,0,0
1700001O22Rik,5.704201093741578e-7,0,141
1700001P01Rik,1.282678528885443e-7,0,16
1700003C15Rik,1.1222157884610816e-7,0,33
1700003D09Rik,3.0372819744644937e-8,0,1
1700003E16Rik,6.122970461840299e-8,0,72
1700003E24Rik,0,0,0
1700003F12Rik,1.7951985631024437e-6,0,564
1700003G18Rik,1.1222157884610816e-7,0,66
1700003H04Rik,0,0,0
1700003I16Rik,1.282678528885443e-7,0,19
1700003I22Rik,0,0,0
1700003L19Rik,0,0,0
1700003M07Rik,6.122970461840299e-8,0,3
1700003O11Rik,0,0,0
1700003P14Rik,0,0,0
1700006A11Rik,0,0,0
1700006F04Rik,3.0372819744644937e-8,0,3
1700006H21Rik,8.13646939723501e-8,0,1
1700006J14Rik,2.755634877022126e-7,0,36
1700007F19Rik,3.0372819744644937e-8,0,0
1700007H22Rik,0,0,0
1700007J10Rik,1.7925972711624947e-7,0,35
1700007K13Rik,8.62030763495332e-7,0,360
1700007L15Rik,2.9380069815860328e-6,0,992
1700007M16Rik,3.085688487375806e-8,0,1
1700007P06Rik,0,0,0
1700008B11Rik,6.122970461840299e-8,0,9
1700008C04Rik,3.0372819744644937e-8,0,1
1700008J07Rik,4.053855131972899e-6,0,1189
1700008K24Rik,0,0,0
1700008N11Rik,0,0,0
1700008O03Rik,2.764614574972883e-7,0,88
1700008P02Rik,0,0,0
1700009C05Rik,0,0,0
1700009J07Rik,2.755634877022126e-7,0,32
1700009N14Rik,0,0,0
1700010B08Rik,3.0372819744644937e-8,0,1
1700010B13Rik,6.122970461840299e-8,0,2
1700010D01Rik,0,0,0
1700010G06Rik,0,0,0
1700010H22Rik,3.0372819744644937e-8,0,0
1700010I02Rik,0,0,0
1700010I14Rik,1.0909993247369395e-6,0,541
1700010J16Rik,0,0,0
1700010K23Rik,0,0,0
1700010K24Rik,1.282678528885443e-7,0,26
1700010L04Rik,3.085688487375806e-8,0,0
1700011B04Rik,4.8648066576831e-7,0,205
1700011C11Rik,3.085688487375806e-8,0,1
1700011D18Rik,1.7925972711624947e-7,0,18
1700011L03Rik,6.122970461840299e-8,0,10
1700011L22Rik,1.7925972711624947e-7,0,2
1700011M02Rik,0,0,0
1700012A03Rik,0,0,0
1700012B07Rik,6.122970461840299e-8,0,68
1700012B09Rik,4.0348228095366256e-7,0,70
1700012C08Rik,0,0,0
1700012C14Rik,6.122970461840299e-8,0,9
1700012D14Rik,5.368847012681546e-6,0,1876
1700012D16Rik,1.1222157884610816e-7,0,17
1700012E03Rik,3.085688487375806e-8,0,1
1700012I11Rik,6.122970461840299e-8,0,6
1700012J15Rik,0,0,0
1700012P22Rik,0,0,0
1700013D24Rik,6.122970461840299e-8,0,4
1700013F07Rik,3.7140485277203244e-7,0,45
1700013G24Rik,0,0,0
1700013H16Rik,6.122970461840299e-8,0,22
1700013M08Rik,3.0372819744644937e-8,0,1
1700013N06Rik,0,0,0
1700014D04Rik,1.282678528885443e-7,0,7
1700014F14Rik,0,0,0
1700014L14Rik,0,0,0
1700015C15Rik,0,0,0
1700015C17Rik,6.122970461840299e-8,0,5
1700015F17Rik,3.0372819744644937e-8,0,3
1700015G11Rik,0,0,0
1700015H07Rik,6.122970461840299e-8,0,6
1700015I17Rik,3.085688487375806e-8,0,1
1700015O11Rik,6.122970461840299e-8,0,5
1700016B01Rik,0,0,0
1700016C15Rik,6.122970461840299e-8,0,4
1700016D06Rik,6.122970461840299e-8,0,29
1700016F12Rik,6.122970461840299e-8,0,41
1700016G22Rik,6.122970461840299e-8,0,2
1700016H03Rik,0,0,0
1700016H13Rik,6.122970461840299e-8,0,3
1700016J18Rik,6.122970461840299e-8,0,18
1700016K05Rik,1.7925972711624947e-7,0,6
1700016K19Rik,5.585868904128929e-7,0,329
1700016L21Rik,6.122970461840299e-8,0,23
1700016P03Rik,2.2457161347450744e-7,0,37
1700016P04Rik,0,0,0
1700017B05Rik,1.943605498742561e-5,0,7097
1700017D01Rik,1.1222157884610816e-7,0,7
1700017G19Rik,3.0372819744644937e-8,0,2
1700017I07Rik,0,0,0
1700017J07Rik,0,0,0
1700017L05Rik,3.0372819744644937e-8,0,1
1700017M07Rik,6.122970461840299e-8,0,4
1700017N19Rik,0,0,0
1700018A04Rik,2.755634877022126e-7,0,83
1700018A23Rik,1.1222157884610816e-7,0,9
1700018B08Rik,3.0372819744644937e-8,0,2
1700018B24Rik,0,0,0
1700018F24Rik,3.085688487375806e-8,0,3
1700018G05Rik,0,0,0
1700018L02Rik,5.704201093741578e-7,0,169
1700018P08Rik,0,0,0
1700019A02Rik,1.1222157884610816e-7,0,9
1700019C18Rik,6.122970461840299e-8,0,7
1700019D03Rik,6.106223934501386e-7,0,426
1700019E08Rik,0,0,0
1700019F05Rik,0,0,0
1700019G24Rik,3.0372819744644937e-8,0,0
1700019J19Rik,6.186677353671348e-7,0,126
1700019L13Rik,1.610128099318214e-6,0,707
1700019N19Rik,0,0,0
1700019P21Rik,0,0,0
1700020A23Rik,0,0,0
1700020D05Rik,3.071785203676994e-7,0,197
1700020D12Rik,0,0,0
1700020G17Rik,6.122970461840299e-8,0,9
1700020L24Rik,2.6254641334053446e-6,0,750
1700020M21Rik,1.1222157884610816e-7,0,4
1700020N01Rik,6.122970461840299e-8,0,33
1700020N15Rik,0,0,0
1700020N18Rik,6.122970461840299e-8,0,28
1700021A07Rik,7.483288198926409e-7,0,345
1700021F02Rik,0,0,0
1700021F05Rik,1.158692177503761e-5,0,5016
1700021F07Rik,0,0,0
1700021F13Rik,6.122970461840299e-8,0,65
1700021G15Rik,3.0372819744644937e-8,0,1
1700021J08Rik,9.789503314389937e-8,0,1
1700021L23Rik,0,0,0
1700021N21Rik,6.122970461840299e-8,0,9
1700021P04Rik,0,0,0
1700022A22Rik,0,0,0
1700022E09Rik,9.789503314389937e-8,0,0
1700022H01Rik,6.122970461840299e-8,0,2
1700022H16Rik,0,0,0
1700022I11Rik,2.755634877022126e-7,0,41
1700022N22Rik,4.0348228095366256e-7,0,286
1700023C21Rik,0,0,0
1700023F02Rik,0,0,0
1700023F06Rik,1.1222157884610816e-7,0,25
1700023G09Rik,3.085688487375806e-8,0,1
1700023H06Rik,2.2804832298749576e-6,0,970
1700024B05Rik,0,0,0
1700024B18Rik,3.085688487375806e-8,0,1
1700024G13Rik,7.507320160686759e-7,0,226
1700024I08Rik,0,0,0
1700024P04Rik,0,0,0
1700025B11Rik,3.085688487375806e-8,0,3
1700025C18Rik,0,0,0
1700025D23Rik,0,0,0
1700025F22Rik,3.085688487375806e-8,0,1
1700025F24Rik,3.085688487375806e-8,0,2
1700025G04Rik,1.869360621164377e-5,0,7441
1700025H01Rik,0,0,0
1700025J12Rik,0,0,0
1700025K04Rik,0,0,0
1700025K24Rik,0,0,0
1700025L06Rik,8.13646939723501e-8,0,0
1700025M24Rik,0,0,0
1700025N21Rik,6.122970461840299e-8,0,8
1700025N23Rik,1.1222157884610816e-7,0,35
1700025O08Rik,3.085688487375806e-8,0,1
1700026D11Rik,2.2457161347450744e-7,0,207
1700026F02Rik,0,0,0
1700026J12Rik,3.0372819744644937e-8,0,0
1700026J14Rik,8.13646939723501e-8,0,1
1700026N04Rik,6.122970461840299e-8,0,12
1700027A07Rik,6.122970461840299e-8,0,3
1700027A15Rik,3.0372819744644937e-8,0,1
1700027F06Rik,0,0,0
1700027F09Rik,2.755634877022126e-7,0,60
1700027H10Rik,0,0,0
1700027I24Rik,3.0372819744644937e-8,0,1
1700027J07Rik,8.313272047072884e-7,0,230
1700028D13Rik,0,0,0
1700028E10Rik,3.082542616849425e-6,0,988
1700028I16Rik,1.282678528885443e-7,0,27
1700028J19Rik,7.483288198926409e-7,0,188
1700028K03Rik,6.936207782647861e-7,0,126
1700028M03Rik,0,0,0
1700028N14Rik,7.775602218706338e-7,0,230
1700028P14Rik,1.282678528885443e-7,0,54
1700028P15Rik,3.085688487375806e-8,0,0
1700029B22Rik,0,0,0
1700029E06Rik,3.0372819744644937e-8,0,1
1700029F12Rik,0,0,0
1700029H14Rik,1.282678528885443e-7,0,14
1700029I15Rik,4.993236460234823e-7,0,166
1700029J03Rik,2.0942330922714696e-7,0,8
1700029J07Rik,1.6242979315952372e-6,0,705
1700029M03Rik,6.122970461840299e-8,0,3
1700029M20Rik,3.0372819744644937e-8,0,1
1700029N11Rik,6.122970461840299e-8,0,3
1700029P11Rik,3.0372819744644937e-8,0,2
1700030A11Rik,0,0,0
1700030C12Rik,6.122970461840299e-8,0,48
1700030C14Rik,3.0372819744644937e-8,0,2
1700030E10Rik,3.0372819744644937e-8,0,1
1700030F04Rik,0,0,0
1700030J22Rik,2.755634877022126e-7,0,143
1700030K09Rik,3.339257835547478e-6,0,1388
1700030L20Rik,3.085688487375806e-8,0,1
1700030L22Rik,0,0,0
1700030M09Rik,6.122970461840299e-8,0,4
1700030N03Rik,6.122970461840299e-8,0,3
1700030O20Rik,0,0,0
1700031A10Rik,1.1222157884610816e-7,0,0
1700031F05Rik,0,0,0
1700031F10Rik,0,0,0
1700031L13Rik,0,0,0
1700031P21Rik,6.122970461840299e-8,0,20
1700034B16Rik,0,0,0
1700034E13Rik,6.122970461840299e-8,0,3
1700034G24Rik,0,0,0
1700034H15Rik,2.2457161347450744e-7,0,98
1700034I23Rik,2.401403720975581e-7,0,18
1700034J05Rik,3.0372819744644937e-8,0,2
1700034K08Rik,0,0,0
1700034P13Rik,1.1222157884610816e-7,0,36
1700036A12Rik,6.122970461840299e-8,0,1
1700036G14Rik,0,0,0
1700036O09Rik,0,0,0
1700037C06Rik,0,0,0
1700037C18Rik,9.33749464923732e-6,0,2472
1700037F03Rik,6.122970461840299e-8,0,2
1700037H04Rik,1.0001826721092146e-5,0,3586
1700039E22Rik,0,0,0
1700039M10Rik,2.0942330922714696e-7,0,155
1700039M15Rik,6.122970461840299e-8,0,12
1700040D17Rik,1.282678528885443e-7,0,27
1700040E09Rik,0,0,0
1700040F15Rik,0,0,0
1700040F17Rik,0,0,0
1700040L08Rik,1.282678528885443e-7,0,25
1700041B01Rik,3.085688487375806e-8,0,1
1700041C23Rik,0,0,0
1700041G16Rik,1.0990729335831768e-6,0,455
1700041I07Rik,1.282678528885443e-7,0,9
1700041M05Rik,0,0,0
1700041M19Rik,6.122970461840299e-8,0,7
1700042D02Rik,0,0,0
1700042G07Rik,0,0,0
1700042G15Rik,0,0,0
1700042O05Rik,0,0,0
1700042O10Rik,1.282678528885443e-7,0,28
1700044C05Rik,0,0,0
1700044K03Rik,0,0,0
1700045H11Rik,0,0,0
1700046C09Rik,0,0,0
1700047A11Rik,3.0372819744644937e-8,0,1
1700047E10Rik,6.122970461840299e-8,0,4
1700047F07Rik,0,0,0
1700047G03Rik,3.085688487375806e-8,0,2
1700047G07Rik,3.0372819744644937e-8,0,1
1700047I17Rik2,6.122970461840299e-8,0,31
1700047K16Rik,2.755634877022126e-7,0,60
1700047L14Rik,0,0,0
1700047M11Rik,6.122970461840299e-8,0,28
1700048F04Rik,0,0,0
1700048M11Rik,0,0,0
1700048O14Rik,0,0,0
1700048O20Rik,4.0707820051805334e-7,0,307
1700048P04Rik,0,0,0
1700049E15Rik,3.085688487375806e-8,0,1
1700049E17Rik1,0,0,0
1700049E17Rik2,0,0,0
1700049E22Rik,0,0,0
1700051A21Rik,0,0,0
1700052H01Rik,0,0,0
1700052I22Rik,0,0,0
1700052K11Rik,5.069993536751915e-6,0,1402
1700054A03Rik,1.1222157884610816e-7,0,1
1700054K02Rik,0,0,0
1700054K19Rik,0,0,0
1700054M17Rik,6.122970461840299e-8,0,4
1700054O05Rik,0,0,0
1700055C04Rik,0,0,0
1700055D18Rik,5.823220308381298e-7,0,245
1700056E22Rik,3.295175787320157e-6,0,922
1700056N10Rik,3.3098377803125567e-6,0,1562
1700057G04Rik,6.122970461840299e-8,0,8
1700057H15Rik,0,0,0
1700057H21Rik,0,0,0
1700058P15Rik,2.2457161347450744e-7,0,73
1700060C16Rik,0,0,0
1700060C20Rik,3.0372819744644937e-8,0,1
1700060J05Rik,3.085688487375806e-8,0,1
1700060O08Rik,0,0,0
1700061E17Rik,3.085688487375806e-8,0,6
1700061E18Rik,1.1222157884610816e-7,0,2
1700061F12Rik,6.122970461840299e-8,0,4
1700061G19Rik,1.3540602854958102e-6,0,509
1700061H18Rik,6.122970461840299e-8,0,1
1700061I17Rik,3.0372819744644937e-8,0,2
1700061J23Rik,0,0,0
1700061N14Rik,3.0372819744644937e-8,0,1
1700062C10Rik,2.3660300299014458e-6,0,726
1700063A18Rik,0,0,0
1700063D05Rik,1.282678528885443e-7,0,6
1700063H04Rik,0,0,0
1700063H06Rik,0,0,0
1700063J08Rik,4.8648066576831e-7,0,149
1700063O14Rik,0,0,0
1700064H15Rik,1.282678528885443e-7,0,33
1700064J06Rik,0,0,0
1700064M15Rik,1.282678528885443e-7,0,39
1700065D16Rik,1.7925972711624947e-7,0,80
1700065J11Rik,3.085688487375806e-8,0,1
1700065J18Rik,0,0,0
1700065L07Rik,0,0,0
1700065O20Rik,3.085688487375806e-8,0,1
1700066B17Rik,6.122970461840299e-8,0,11
1700066B19Rik,2.184329349014828e-6,0,732
1700066C05Rik,0,0,0
1700066J03Rik,6.122970461840299e-8,0,5
1700066M21Rik,3.508354363225103e-6,0,1132
1700066N21Rik,0,0,0
1700066O22Rik,0,0,0
1700067G17Rik,6.122970461840299e-8,0,2
1700067K01Rik,1.1222157884610816e-7,0,56
1700067P10Rik,0,0,0
1700069B07Rik,1.1222157884610816e-7,0,14
1700069L16Rik,3.085688487375806e-8,0,1
1700069P05Rik,0,0,0
1700071G01Rik,6.122970461840299e-8,0,9
1700071M16Rik,2.764614574972883e-7,0,61
1700072B07Rik,0,0,0
1700072G22Rik,1.1222157884610816e-7,0,10
1700072O05Rik,0,0,0
1700074H08Rik,8.13646939723501e-8,0,1
1700074P13Rik,0,0,0
1700080C20Rik,0,0,0
1700080G11Rik,3.0372819744644937e-8,0,1
1700080N15Rik,0,0,0
1700080O16Rik,0,0,0
1700081B01Rik,0,0,0
1700081H04Rik,0,0,0
1700081N11Rik,1.1222157884610816e-7,0,50
1700082M22Rik,6.122970461840299e-8,0,6
1700083H02Rik,0,0,0
1700084C06Rik,3.071785203676994e-7,0,87
1700084D21Rik,3.0372819744644937e-8,0,1
1700084E18Rik,1.5831572254947582e-6,0,343
1700084F23Rik,0,0,0
1700084M14Rik,0,0,0
1700085C21Rik,3.085688487375806e-8,0,0
1700085D07Rik,0,0,0
1700086D15Rik,1.282678528885443e-7,0,3
1700086O06Rik,1.165945816733893e-6,0,408
1700086P04Rik,4.7411634878819465e-7,0,66
1700087I21Rik,2.401403720975581e-7,0,73
1700087M22Rik,0,0,0
1700088E04Rik,4.8648066576831e-7,0,266
1700092C02Rik,3.0372819744644937e-8,0,1
1700092C10Rik,0,0,0
1700092C17Rik,0,0,0
1700092E19Rik,1.282678528885443e-7,0,0
1700092K14Rik,0,0,0
1700092M07Rik,6.122970461840299e-8,0,30
1700093J21Rik,6.122970461840299e-8,0,32
1700093K21Rik,3.727652180832514e-7,0,9
1700094D03Rik,8.190805628509075e-6,0,1988
1700094J05Rik,6.122970461840299e-8,0,5
1700094M23Rik,6.122970461840299e-8,0,6
1700094M24Rik,0,0,0
1700095A13Rik,0,0,0
1700095A21Rik,9.789503314389937e-8,0,0
1700095B10Rik,0,0,0
1700095J03Rik,6.122970461840299e-8,0,4
1700095J07Rik,1.7925972711624947e-7,0,32
1700095J12Rik,6.122970461840299e-8,0,8
1700095K22Rik,0,0,0
1700096J18Rik,3.0372819744644937e-8,0,1
1700096K18Rik,7.632206075459303e-6,0,3123
1700097N02Rik,8.622067950435641e-6,0,2428
1700099I09Rik,4.827036001986886e-7,0,299
1700100I10Rik,6.122970461840299e-8,0,7
1700100L14Rik,3.0372819744644937e-8,0,1
1700101I11Rik,2.401403720975581e-7,0,64
1700101I19Rik,0,0,0
1700101O22Rik,0,0,0
1700102H20Rik,2.2457161347450744e-7,0,132
1700102P08Rik,6.106223934501386e-7,0,179
1700104B16Rik,6.122970461840299e-8,0,6
1700104L18Rik,0,0,0
1700105G05Rik,6.122970461840299e-8,0,2
1700105P06Rik,1.1222157884610816e-7,0,68
1700106O07Rik,0,0,0
1700108F19Rik,1.282678528885443e-7,0,35
1700108J01Rik,0,0,0
1700108N06Rik,0,0,0
1700108N11Rik,6.122970461840299e-8,0,2
1700109G14Rik,6.122970461840299e-8,0,8
1700109G15Rik,0,0,0
1700109H08Rik,1.894974859244332e-6,0,1007
1700109I08Rik,0,0,0
1700109K24Rik,0,0,0
1700110C19Rik,6.122970461840299e-8,0,7
1700110I01Rik,3.085688487375806e-8,0,1
1700110I07Rik,0,0,0
1700110K17Rik,6.122970461840299e-8,0,16
1700111E14Rik,0,0,0
1700111N16Rik,0,0,0
1700112D23Rik,6.122970461840299e-8,0,28
1700112H15Rik,0,0,0
1700112J05Rik,0,0,0
1700112J16Rik,2.2457161347450744e-7,0,38
1700112K13Rik,0,0,0
1700112M02Rik,0,0,0
1700113A16Rik,5.256119252563687e-6,0,932
1700113B09Rik,3.0372819744644937e-8,0,1
1700113H08Rik,6.122970461840299e-8,0,38
1700116B05Rik,3.085688487375806e-8,0,4
1700116H05Rik,1.282678528885443e-7,0,7
1700119H24Rik,6.122970461840299e-8,0,2
1700119I11Rik,6.122970461840299e-8,0,2
1700120B22Rik,6.122970461840299e-8,0,16
1700120C14Rik,1.5534319469513064e-6,0,764
1700120C18Rik,0,0,0
1700120E14Rik,0,0,0
1700120G07Rik,1.282678528885443e-7,0,1
1700120G11Rik,3.085688487375806e-8,0,0
1700120K04Rik,3.085688487375806e-8,0,1
1700120O09Rik,3.0372819744644937e-8,0,1
1700121C08Rik,0,0,0
1700121L03Rik,0,0,0
1700121L16Rik,0,0,0
1700121N20Rik,0,0,0
1700122C19Rik,3.7140485277203244e-7,0,30
1700122D07Rik,0,0,0
1700122E12Rik,4.993236460234823e-7,0,160
1700122H20Rik,0,0,0
1700122O11Rik,3.085688487375806e-8,0,0
1700123J17Rik,6.122970461840299e-8,0,6
1700123K08Rik,0,0,0
1700123L14Rik,0,0,0
1700123M08Rik,1.2984445950386732e-6,0,424
1700123O12Rik,1.1222157884610816e-7,0,2
1700123O20Rik,4.1110264205328396e-5,0,13831
1700123O21Rik,0,0,0
1700124L16Rik,4.6860658315307125e-7,0,91
1700124M09Rik,0,0,0
1700125G02Rik,0,0,0
1700125G22Rik,6.122970461840299e-8,0,9
1700125H03Rik,0,0,0
1700125H20Rik,6.122970461840299e-8,0,8
1700126A01Rik,0,0,0
1700126G02Rik,6.122970461840299e-8,0,10
1700126H18Rik,0,0,0
1700127F24Rik,0,0,0
1700128A07Rik,0,0,0
1700128E19Rik,0,0,0
1700128I11Rik,0,0,0
1700129C05Rik,0,0,0
1700129L04Rik,0,0,0
1810006J02Rik,4.993236460234823e-7,0,248
1810007C17Rik,0,0,0
1810007D17Rik,6.122970461840299e-8,0,2
1810008B01Rik,6.122970461840299e-8,0,7
1810008I18Rik,1.7925972711624947e-7,0,121
1810009A15Rik,1.5247025662816293e-6,0,1092
1810009J06Rik,0,0,0
1810010H24Rik,3.897238652099194e-6,0,1394
1810010K12Rik,0,0,0
1810012K08Rik,1.1222157884610816e-7,0,7
1810012K16Rik,2.2457161347450744e-7,0,55
1810013D15Rik,6.122970461840299e-8,0,4
1810013L24Rik,2.6981585049623762e-5,0,7644
1810014P07Rik,2.0942330922714696e-7,0,20
1810019D21Rik,2.401403720975581e-7,0,118
1810019N24Rik,2.764614574972883e-7,0,92
1810020O05Rik,1.1222157884610816e-7,0,24
1810021B22Rik,5.585868904128929e-7,0,254
1810024B03Rik,4.168942904266366e-6,0,1416
1810026B05Rik,8.889270782824841e-5,0,24906
1810028F09Rik,6.122970461840299e-8,0,3
1810030O07Rik,2.631526567253133e-5,0,9976
1810034E14Rik,3.997623857419413e-6,0,1222
1810035K13Rik,0,0,0
1810037I17Rik,2.8013220651742794e-4,0,85493
1810041H14Rik,6.1037940253832525e-6,0,1681
1810044D09Rik,5.040614919255452e-6,0,1482
1810044K17Rik,0,0,0
1810046K07Rik,4.317117259709835e-7,0,172
1810049I09Rik,6.122970461840299e-8,0,2
1810049J17Rik,6.122970461840299e-8,0,19
1810053B23Rik,6.122970461840299e-8,0,4
1810055G02Rik,2.254234166822702e-6,0,920
1810058I24Rik,1.7394869334217902e-4,0,48537
1810058N15Rik,6.122970461840299e-8,0,5
1810059C17Rik,1.7925972711624947e-7,0,27
1810059H22Rik,2.764614574972883e-7,0,93
1810062G17Rik,6.936207782647861e-7,0,247
1810062O18Rik,1.0990729335831768e-6,0,424
1810063I02Rik,1.1222157884610816e-7,0,9
1810064F22Rik,6.122970461840299e-8,0,29
1810065E05Rik,6.122970461840299e-8,0,15
1810073O08Rik,1.7925972711624947e-7,0,50
2010001A14Rik,3.251403584631985e-6,0,823
2010001K21Rik,6.186677353671348e-7,0,159
2010001M07Rik,0,0,0
2010003K11Rik,0,0,0
2010007H06Rik,2.7084415615027107e-6,0,965
2010009K17Rik,6.122970461840299e-8,0,3
2010013B24Rik,8.476645635379835e-7,0,202
2010016I18Rik,1.2804810271997794e-5,0,3597
2010103J01Rik,3.085688487375806e-8,0,1
2010106C02Rik,6.122970461840299e-8,0,6
2010106E10Rik,3.0372819744644937e-8,0,1
2010106G04Rik,1.282678528885443e-7,0,15
2010109A12Rik,1.7386193291991555e-6,0,945
2010110E17Rik,6.122970461840299e-8,0,19
2010110G14Rik,0,0,0
2010110K18Rik,1.1222157884610816e-7,0,57
2010203P06Rik,0,0,0
2010204K13Rik,4.854505169379108e-6,0,1007
2010300C02Rik,1.0146023919584786e-6,0,311
2010308F09Rik,6.122970461840299e-8,0,22
2010309G21Rik,4.024505425473388e-6,0,1579
2010310C07Rik,1.1222157884610816e-7,0,79
2010315B03Rik,1.1542772772688285e-5,0,3922
2010320M18Rik,8.019309827762606e-6,0,2612
2010320O07Rik,1.1222157884610816e-7,0,39
2200002D01Rik,3.5521682272577527e-6,0,1160
2200002J24Rik,6.122970461840299e-8,0,9
2210010C04Rik,1.282678528885443e-7,0,11
2210011C24Rik,2.3952952631328982e-6,0,808
2210011K15Rik,0,0,0
2210016F16Rik,4.582562192523107e-5,0,16666
2210016L21Rik,3.102289343176966e-5,0,12778
2210017I01Rik,0,0,0
2210020O09Rik,6.122970461840299e-8,0,2
2210039B01Rik,1.7925972711624947e-7,0,25
2210404E10Rik,0,0,0
2210406O10Rik,6.122970461840299e-8,0,53
2210407C18Rik,0,0,0
2210408F21Rik,4.3135950744425055e-6,0,1855
2210408I21Rik,1.5247025662816293e-6,0,749
2210409D07Rik,1.1222157884610816e-7,0,7
2210411M09Rik,1.1222157884610816e-7,0,8
2210414B05Rik,1.7925972711624947e-7,0,98
2210414F02Rik,0,0,0
2210417A02Rik,3.901769051823469e-7,0,257
2210418O10Rik,3.085688487375806e-8,0,1
2210420H20Rik,3.085688487375806e-8,0,1
2300002M23Rik,6.122970461840299e-8,0,3
2300003K06Rik,0,0,0
2300009A05Rik,3.696841635933988e-5,0,11351
2310001H17Rik,5.15036762972371e-5,0,13937
